segment,cycle_start,cycle_end,n_points,SoHQ_start,SoHQ_end,dominant_electrode,relative_dominant,PE_side_score_mean,NE_side_score_mean,contact_stack_score_mean,shared_side_score_mean,dominance_margin_mean,PE_top_modes,NE_top_modes,shared_top_modes,electrode_confidence_mean,LAM_PE_mean,contact_loss_mean,LLI_mean,si_cosign_mean,fade_exponent_b,knee_cycle_bw,crosses_knee
1,7,10,4,97.31305030796578,96.64337976933571,contact_stack,contact_stack,0.5495599938548723,0.15568852942089895,0.7076751337313588,0.36456280444551564,0.1581151398764865,LAM_PE,contact_loss,"solid_diffusion,interface_R,LLI,SE_decomposition",0.8310093916190959,0.6394133251398296,0.7076751337313588,0.35818882897253307,0.2,0.6238443601576621,30.0,False
2,20,240,26,94.90306312264892,87.20460777424111,NE,NE,0.6398542306107543,0.27730206621464526,0.9438538455631826,0.5427933879535843,0.30399961495242833,LAM_PE,contact_loss,"solid_diffusion,interface_R,LLI,SE_decomposition",0.8681282846550343,0.724933845942544,0.9438538455631826,0.5221636330286933,0.37692307692307697,0.6238443601576621,30.0,True
