metric,title_ko,unit,family,aging_hint,n,cycle_start,cycle_end,early_median,late_median,delta_late_early,pct_change,slope_per_100,trend_label,vs_expectation,note
relax_amp_ratio_soc20,회복 amp비 (SOC20),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
relax_completeness_soc20,완화 완성도 (SOC20),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
recovery_fit_r2_soc20,회복 fit R2 (SOC20),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
dcir_fit_valid_soc20,DCIR fit 유효 (SOC20),0/1,resistance,either,0,,,,,,,,insufficient_data,n/a,
dcir_fit_cond_soc20,DCIR fit 조건수 (SOC20),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
sd_fit_valid_soc20,자기방전 fit 유효 (SOC20),0/1,resistance,either,0,,,,,,,,insufficient_data,n/a,
n_points_soc20,펄스 포인트수 (SOC20),count,resistance,either,0,,,,,,,,insufficient_data,n/a,
mech_vs_chem_ratio,기계/화학 비,1,resistance,increase,30,7.0,240.0,1.923925468352136,2.5187448566236923,0.5948193882715562,30.916966278378016,0.3591890723339154,increasing,matches_aging,"기계/화학 비: early=1.924 → late=2.519 (Δ=+0.5948, +0.35921/100cyc) → increasing · matches_aging"
R_ohmic_growth_100,RΩ 성장/100cyc,mΩ/100cyc,resistance,either,17,120.0,240.0,0.7957003526001112,0.4667606960315549,-0.3289396565685563,-41.33963941245969,-0.3313926454285329,decreasing,context,"RΩ 성장/100cyc: early=0.7957 → late=0.4668 (Δ=-0.3289, -0.3314mΩ/100cyc/100cyc) → decreasing · context"
R_ct_growth_100,Rct 성장/100cyc,mΩ/100cyc,resistance,either,17,120.0,240.0,0.0806979241015945,0.10385344115427,0.023155517052675503,28.694067797238386,0.023328193786060998,increasing,context,"Rct 성장/100cyc: early=0.0807 → late=0.1039 (Δ=+0.02316, +0.02333mΩ/100cyc/100cyc) → increasing · context"
R_ratio_20_50,R30s 20/50,1,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_ratio_80_50,R30s 80/50,1,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_SOC_slope,R–SOC 기울기,mΩ/%,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_SOC_curvature,R–SOC 곡률,1,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_ohmic_soc50_ff,RΩ SOC50 (ff),mΩ,resistance,increase,30,7.0,240.0,1.3936645148545057,2.373861976520771,0.9801974616662654,70.33238280940195,0.4980681057915095,increasing,matches_aging,"RΩ SOC50 (ff): early=1.394 → late=2.374 (Δ=+0.9802, +0.4981mΩ/100cyc) → increasing · matches_aging"
R_ct_soc50_ff,Rct SOC50 (ff),mΩ,resistance,increase,30,7.0,240.0,0.7243859171156954,0.9424781435396624,0.21809222642396697,30.107187518546738,0.09304593116628998,increasing,matches_aging,"Rct SOC50 (ff): early=0.7244 → late=0.9425 (Δ=+0.2181, +0.09305mΩ/100cyc) → increasing · matches_aging"
chg_V_avg,충전 평균 V,V,shape,either,30,7.0,240.0,3.808227537977362,3.844491140873381,0.036263602896019265,0.9522435971690837,0.0130394019658895,flat,context,"충전 평균 V: early=3.808 → late=3.844 (Δ=+0.03626, +0.01304V/100cyc) → flat · context"
dchg_V_avg,방전 평균 V,V,shape,either,30,7.0,240.0,3.3935646332540714,3.298592136509986,-0.09497249674408526,-2.7986058026841416,-0.04041178011853785,flat,context,"방전 평균 V: early=3.394 → late=3.299 (Δ=-0.09497, -0.04041V/100cyc) → flat · context"
delta_chg_V_avg,충전 평균V Δ,V,shape,either,30,7.0,240.0,0.0501020777900516,0.0863656806860704,0.03626360289601879,72.37943912820994,0.013039401965890445,increasing,context,"충전 평균V Δ: early=0.0501 → late=0.08637 (Δ=+0.03626, +0.01304V/100cyc) → increasing · context"
delta_dchg_V_avg,방전 평균V Δ,V,shape,either,30,7.0,240.0,-0.0375348865122622,-0.1325073832563474,-0.0949724967440852,-253.02460076190403,-0.04041178011853706,decreasing,context,"방전 평균V Δ: early=-0.03753 → late=-0.1325 (Δ=-0.09497, -0.04041V/100cyc) → decreasing · context"
chg_ir_drop_proxy,충전 IR drop proxy,V,shape,increase,30,7.0,240.0,0.0401329999999999,0.0401438999999999,1.0900000000001187e-05,0.027159694017395198,1.8935317665229558e-05,flat,stable,"충전 IR drop proxy: early=0.04013 → late=0.04014 (Δ=+1.09e-05, +1.894e-05V/100cyc) → flat · stable"
dchg_ir_drop_proxy,방전 IR drop proxy,V,shape,increase,30,7.0,240.0,0.0400629999999999,0.0401079999999995,4.4999999999600915e-05,0.11232309113047208,9.457458911044522e-05,flat,stable,"방전 IR drop proxy: early=0.04006 → late=0.04011 (Δ=+4.5e-05, +9.457e-05V/100cyc) → flat · stable"
hyst_area,히스테리시스 면적,V,shape,increase,30,7.0,240.0,0.5639620786209825,0.6142967514907609,0.05033467286977844,8.92518748651653,0.020570003185948826,flat,stable,"히스테리시스 면적: early=0.564 → late=0.6143 (Δ=+0.05033, +0.02057V/100cyc) → flat · stable"
hyst_area_low,저SOC 히스테리시스,V,shape,increase,30,7.0,240.0,0.074657013173966,0.0449552251655205,-0.0297017880084455,-39.78432399811429,-0.012008376543398116,decreasing,opposite_aging,"저SOC 히스테리시스: early=0.07466 → late=0.04496 (Δ=-0.0297, -0.01201V/100cyc) → decreasing · opposite_aging"
hyst_area_mid,중SOC 히스테리시스,V,shape,either,30,7.0,240.0,0.2718871029848395,0.3263973054892995,0.05451020250446004,20.04883714822602,0.024060551391196644,increasing,context,"중SOC 히스테리시스: early=0.2719 → late=0.3264 (Δ=+0.05451, +0.02406V/100cyc) → increasing · context"
hyst_area_high,고SOC 히스테리시스,V,shape,increase,30,7.0,240.0,0.2197802601274302,0.2408320943311182,0.021051834203688002,9.578582804243656,0.008549460890909282,flat,stable,"고SOC 히스테리시스: early=0.2198 → late=0.2408 (Δ=+0.02105, +0.008549V/100cyc) → flat · stable"
hyst_frac_low,히스테리시스 저SOC분율,1,shape,either,30,7.0,240.0,0.1296076715813241,0.0731548215842304,-0.05645284999709371,-43.5567195277261,-0.023865890494833987,decreasing,context,"히스테리시스 저SOC분율: early=0.1296 → late=0.07315 (Δ=-0.05645, -0.023871/100cyc) → decreasing · context"
hyst_frac_high,히스테리시스 고SOC분율,1,shape,either,30,7.0,240.0,0.3897320085089878,0.3920452024964687,0.002313193987480866,0.5935345152507586,0.0008581690980826183,flat,context,"히스테리시스 고SOC분율: early=0.3897 → late=0.392 (Δ=+0.002313, +0.00085821/100cyc) → flat · context"
hyst_max_dV,최대 히스테리시스 dV,V,shape,increase,30,7.0,240.0,1.5567600024240429,1.6207819980017693,0.06402199557772636,4.112515447341737,0.028473469478900268,flat,stable,"최대 히스테리시스 dV: early=1.557 → late=1.621 (Δ=+0.06402, +0.02847V/100cyc) → flat · stable"
hyst_max_dV_low,max dV 저SOC,V,shape,increase,30,7.0,240.0,0.6461975268742268,0.4858715776508968,-0.16032594922333004,-24.81067205547124,-0.06405956453319972,decreasing,opposite_aging,"max dV 저SOC: early=0.6462 → late=0.4859 (Δ=-0.1603, -0.06406V/100cyc) → decreasing · opposite_aging"
hyst_max_dV_mid,max dV 중SOC,V,shape,either,30,7.0,240.0,0.9964683419336584,1.1203828142027827,0.12391447226912433,12.435364682902707,0.05083289281441158,flat,context,"max dV 중SOC: early=0.9965 → late=1.12 (Δ=+0.1239, +0.05083V/100cyc) → flat · context"
hyst_max_dV_high,max dV 고SOC,V,shape,either,30,7.0,240.0,1.5567600024240429,1.6207819980017693,0.06402199557772636,4.112515447341737,0.028473469478900268,flat,context,"max dV 고SOC: early=1.557 → late=1.621 (Δ=+0.06402, +0.02847V/100cyc) → flat · context"
delta_hyst_area,히스테리시스 Δ,V,shape,increase,30,7.0,240.0,0.0181258175620337,0.0684604904318122,0.050334672869778496,277.6960139729608,0.020570003185948954,increasing,matches_aging,"히스테리시스 Δ: early=0.01813 → late=0.06846 (Δ=+0.05033, +0.02057V/100cyc) → increasing · matches_aging"
delta_hyst_max_dV,max dV Δ,V,shape,increase,30,7.0,240.0,0.0220088513821483,0.0860308469598747,0.0640219955777264,290.8920346004771,0.028473469478900875,increasing,matches_aging,"max dV Δ: early=0.02201 → late=0.08603 (Δ=+0.06402, +0.02847V/100cyc) → increasing · matches_aging"
chg_plateau_V,충전 플래토 V,V,shape,either,30,7.0,240.0,3.731702609323352,3.7768876099015376,0.04518500057818553,1.2108414123165796,0.016044875898086883,flat,context,"충전 플래토 V: early=3.732 → late=3.777 (Δ=+0.04519, +0.01604V/100cyc) → flat · context"
chg_plateau_width,충전 플래토 폭,Q-units,shape,either,30,7.0,240.0,13.186442885771545,13.83296993987976,0.6465270541082155,4.9029678413564595,0.800201938330029,increasing,context,"충전 플래토 폭: early=13.19 → late=13.83 (Δ=+0.6465, +0.8002Q-units/100cyc) → increasing · context"
dchg_plateau_V,방전 플래토 V,V,shape,either,30,7.0,240.0,3.1625795596773942,3.119527913118413,-0.043051646558981194,-1.3612826411669077,-0.018682383272173152,flat,context,"방전 플래토 V: early=3.163 → late=3.12 (Δ=-0.04305, -0.01868V/100cyc) → flat · context"
dchg_plateau_width,방전 플래토 폭,Q-units,shape,decrease,30,7.0,240.0,16.869436873747496,14.80226052104208,-2.0671763527054168,-12.253973669520597,-1.0750192436155446,decreasing,matches_aging,"방전 플래토 폭: early=16.87 → late=14.8 (Δ=-2.067, -1.075Q-units/100cyc) → decreasing · matches_aging"
delta_dchg_plateau_V,방전 플래토 ΔV,V,shape,either,30,7.0,240.0,-0.0379869097873304,-0.0810385563463116,-0.0430516465589812,-113.33284755197438,-0.018682383272172386,decreasing,context,"방전 플래토 ΔV: early=-0.03799 → late=-0.08104 (Δ=-0.04305, -0.01868V/100cyc) → decreasing · context"
dchg_V_cutoff_margin,방전 컷오프 마진,V,shape,decrease,30,7.0,240.0,0.4008513610389608,0.2643860778275857,-0.13646528321137508,-34.04386175905021,-0.06004181893843108,decreasing,matches_aging,"방전 컷오프 마진: early=0.4009 → late=0.2644 (Δ=-0.1365, -0.06004V/100cyc) → decreasing · matches_aging"
delta_dchg_V_cutoff_margin,컷오프 마진 Δ,V,shape,decrease,30,7.0,240.0,-0.0364162163195298,-0.1728814995309049,-0.1364652832113751,-374.73767734126073,-0.06004181893843093,decreasing,matches_aging,"컷오프 마진 Δ: early=-0.03642 → late=-0.1729 (Δ=-0.1365, -0.06004V/100cyc) → decreasing · matches_aging"
dchg_shape_DTW,방전 형상 DTW,1,shape,increase,30,7.0,240.0,0.0037405630774521,0.0078966645210608,0.0041561014436087,111.10897898397813,0.001756922082461461,increasing,matches_aging,"방전 형상 DTW: early=0.003741 → late=0.007897 (Δ=+0.004156, +0.0017571/100cyc) → increasing · matches_aging"
delta_dchg_shape_DTW,DTW Δ,1,shape,increase,30,7.0,240.0,0.0020469870226181,0.0062030884662268,0.0041561014436087,203.03506557130186,0.0017569220824614725,increasing,matches_aging,"DTW Δ: early=0.002047 → late=0.006203 (Δ=+0.004156, +0.0017571/100cyc) → increasing · matches_aging"
chg_dQdV_peak1_V,충전 dQ/dV 피크1 V,V,peaks,either,27,7.0,240.0,3.74059475612602,3.783592924511173,0.0429981683851528,1.1495008464826122,0.010639367689420087,flat,context,"충전 dQ/dV 피크1 V: early=3.741 → late=3.784 (Δ=+0.043, +0.01064V/100cyc) → flat · context"
chg_dQdV_peak1,충전 dQ/dV 피크1 높이,Ah/V,peaks,either,27,7.0,240.0,79.77484105732837,96.32462570126762,16.549784643939248,20.74561907562576,-849.6043768765412,decreasing,context,"충전 dQ/dV 피크1 높이: early=79.77 → late=96.32 (Δ=+16.55, -849.6Ah/V/100cyc) → decreasing · context"
dchg_dQdV_peak1_V,방전 dQ/dV 피크1 V,V,peaks,either,30,7.0,240.0,3.159062923238451,3.1078452013152416,-0.0512177219232095,-1.621294768978665,-0.02128682361465007,flat,context,"방전 dQ/dV 피크1 V: early=3.159 → late=3.108 (Δ=-0.05122, -0.02129V/100cyc) → flat · context"
dchg_dQdV_peak1,방전 dQ/dV 피크1 높이,Ah/V,peaks,either,30,7.0,240.0,-70.10741740008032,-53.29897450700336,16.808442893076965,23.97527040135657,7.030750175072496,increasing,context,"방전 dQ/dV 피크1 높이: early=-70.11 → late=-53.3 (Δ=+16.81, +7.031Ah/V/100cyc) → increasing · context"
chg_dVdQ_peak1_Q,충전 dV/dQ 피크1 Q,Ah,peaks,either,29,7.0,240.0,56.3560881763527,49.36006813627255,-6.996020040080147,-12.413956089691322,-2.5434870034184582,flat,context,"충전 dV/dQ 피크1 Q: early=56.36 → late=49.36 (Δ=-6.996, -2.543Ah/100cyc) → flat · context"
chg_dVdQ_peak1,충전 dV/dQ 피크1 높이,V/Ah,peaks,either,29,7.0,240.0,0.01526504432634,0.0163678548483159,0.001102810521975901,7.224417423230075,0.0004590113951294531,flat,context,"충전 dV/dQ 피크1 높이: early=0.01527 → late=0.01637 (Δ=+0.001103, +0.000459V/Ah/100cyc) → flat · context"
dchg_dVdQ_peak1_Q,방전 dV/dQ 피크1 Q,Ah,peaks,either,21,7.0,190.0,11.958997995991982,27.9644248496994,16.00542685370742,133.8358519590988,9.680023465538463,increasing,context,"방전 dV/dQ 피크1 Q: early=11.96 → late=27.96 (Δ=+16.01, +9.68Ah/100cyc) → increasing · context"
dchg_dVdQ_peak1,방전 dV/dQ 피크1 높이,V/Ah,peaks,either,21,7.0,190.0,-0.0227537131907436,-0.0213239686689484,0.001429744521795201,6.283565718745338,0.0008812596201698167,flat,context,"방전 dV/dQ 피크1 높이: early=-0.02275 → late=-0.02132 (Δ=+0.00143, +0.0008813V/Ah/100cyc) → flat · context"
chg_dQdV_peak2_V,충전 dQ/dV 피크2 V,V,peaks,either,18,7.0,240.0,3.764621898641215,3.991068834668483,0.22644693602726784,6.01513092480816,0.09095102934938404,flat,context,"충전 dQ/dV 피크2 V: early=3.765 → late=3.991 (Δ=+0.2264, +0.09095V/100cyc) → flat · context"
chg_dQdV_peak2,충전 dQ/dV 피크2 높이,Ah/V,peaks,either,18,7.0,240.0,99.65286699531768,80.14709385678928,-19.505773138528397,-19.573719980825942,-8.549689627526481,decreasing,context,"충전 dQ/dV 피크2 높이: early=99.65 → late=80.15 (Δ=-19.51, -8.55Ah/V/100cyc) → decreasing · context"
dchg_dQdV_peak2_V,방전 dQ/dV 피크2 V,V,peaks,either,30,7.0,240.0,3.642419399105609,3.547703793654546,-0.09471560545106295,-2.600348698843418,-0.029276414100465165,flat,context,"방전 dQ/dV 피크2 V: early=3.642 → late=3.548 (Δ=-0.09472, -0.02928V/100cyc) → flat · context"
dchg_dQdV_peak2,방전 dQ/dV 피크2 높이,Ah/V,peaks,either,30,7.0,240.0,-54.69400615789402,-48.51050482516423,6.18350133272979,11.305628837790522,2.4127045911593075,flat,context,"방전 dQ/dV 피크2 높이: early=-54.69 → late=-48.51 (Δ=+6.184, +2.413Ah/V/100cyc) → flat · context"
chg_dVdQ_peak2_Q,충전 dV/dQ 피크2 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dVdQ_peak2,충전 dV/dQ 피크2 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak2_Q,방전 dV/dQ 피크2 Q,Ah,peaks,either,1,120.0,120.0,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak2,방전 dV/dQ 피크2 높이,V/Ah,peaks,either,1,120.0,120.0,,,,,,insufficient_data,n/a,
chg_dQdV_peak3_V,충전 dQ/dV 피크3 V,V,peaks,either,7,7.0,238.0,3.9660528312962886,3.96909658833935,0.003043757043061479,0.07674524703864419,0.10342177650371097,flat,context,"충전 dQ/dV 피크3 V: early=3.966 → late=3.969 (Δ=+0.003044, +0.1034V/100cyc) → flat · context"
chg_dQdV_peak3,충전 dQ/dV 피크3 높이,Ah/V,peaks,either,7,7.0,238.0,83.5863337425443,83.53357931648299,-0.05275442606131264,-0.06311369777720179,58.682494974418084,increasing,context,"충전 dQ/dV 피크3 높이: early=83.59 → late=83.53 (Δ=-0.05275, +58.68Ah/V/100cyc) → increasing · context"
dchg_dQdV_peak3_V,방전 dQ/dV 피크3 V,V,peaks,either,30,7.0,240.0,3.9712022770825737,3.828660468637181,-0.14254180844539288,-3.5893867524197383,-0.05717661518293991,flat,context,"방전 dQ/dV 피크3 V: early=3.971 → late=3.829 (Δ=-0.1425, -0.05718V/100cyc) → flat · context"
dchg_dQdV_peak3,방전 dQ/dV 피크3 높이,Ah/V,peaks,either,30,7.0,240.0,-61.24070779851296,-48.93873989291937,12.301967905593585,20.087893082601344,4.688248792419277,increasing,context,"방전 dQ/dV 피크3 높이: early=-61.24 → late=-48.94 (Δ=+12.3, +4.688Ah/V/100cyc) → increasing · context"
chg_dVdQ_peak3_Q,충전 dV/dQ 피크3 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dVdQ_peak3,충전 dV/dQ 피크3 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak3_Q,방전 dV/dQ 피크3 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak3,방전 dV/dQ 피크3 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dQdV_peak4_V,충전 dQ/dV 피크4 V,V,peaks,either,1,9.0,9.0,,,,,,insufficient_data,n/a,
chg_dQdV_peak4,충전 dQ/dV 피크4 높이,Ah/V,peaks,either,1,9.0,9.0,,,,,,insufficient_data,n/a,
dchg_dQdV_peak4_V,방전 dQ/dV 피크4 V,V,peaks,either,1,90.0,90.0,,,,,,insufficient_data,n/a,
dchg_dQdV_peak4,방전 dQ/dV 피크4 높이,Ah/V,peaks,either,1,90.0,90.0,,,,,,insufficient_data,n/a,
chg_dVdQ_peak4_Q,충전 dV/dQ 피크4 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dVdQ_peak4,충전 dV/dQ 피크4 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak4_Q,방전 dV/dQ 피크4 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak4,방전 dV/dQ 피크4 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dQdV_peak5_V,충전 dQ/dV 피크5 V,V,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dQdV_peak5,충전 dQ/dV 피크5 높이,Ah/V,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dQdV_peak5_V,방전 dQ/dV 피크5 V,V,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dQdV_peak5,방전 dQ/dV 피크5 높이,Ah/V,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dVdQ_peak5_Q,충전 dV/dQ 피크5 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dVdQ_peak5,충전 dV/dQ 피크5 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak5_Q,방전 dV/dQ 피크5 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak5,방전 dV/dQ 피크5 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dQdV_peak6_V,충전 dQ/dV 피크6 V,V,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dQdV_peak6,충전 dQ/dV 피크6 높이,Ah/V,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dQdV_peak6_V,방전 dQ/dV 피크6 V,V,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dQdV_peak6,방전 dQ/dV 피크6 높이,Ah/V,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dVdQ_peak6_Q,충전 dV/dQ 피크6 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dVdQ_peak6,충전 dV/dQ 피크6 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak6_Q,방전 dV/dQ 피크6 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak6,방전 dV/dQ 피크6 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dQdV_peak7_V,충전 dQ/dV 피크7 V,V,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dQdV_peak7,충전 dQ/dV 피크7 높이,Ah/V,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dQdV_peak7_V,방전 dQ/dV 피크7 V,V,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dQdV_peak7,방전 dQ/dV 피크7 높이,Ah/V,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dVdQ_peak7_Q,충전 dV/dQ 피크7 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dVdQ_peak7,충전 dV/dQ 피크7 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak7_Q,방전 dV/dQ 피크7 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak7,방전 dV/dQ 피크7 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dQdV_peak8_V,충전 dQ/dV 피크8 V,V,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dQdV_peak8,충전 dQ/dV 피크8 높이,Ah/V,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dQdV_peak8_V,방전 dQ/dV 피크8 V,V,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dQdV_peak8,방전 dQ/dV 피크8 높이,Ah/V,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dVdQ_peak8_Q,충전 dV/dQ 피크8 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
chg_dVdQ_peak8,충전 dV/dQ 피크8 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak8_Q,방전 dV/dQ 피크8 Q,Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
dchg_dVdQ_peak8,방전 dV/dQ 피크8 높이,V/Ah,peaks,either,0,,,,,,,,insufficient_data,n/a,
delta_chg_dQdV_peak1_V,충전 피크1 ΔV,V,peaks,either,27,7.0,240.0,0.3039147570373783,0.3469129254225316,0.0429981683851533,14.148101528306169,0.010639367689419308,flat,context,"충전 피크1 ΔV: early=0.3039 → late=0.3469 (Δ=+0.043, +0.01064V/100cyc) → flat · context"
delta_dchg_dQdV_peak1_V,방전 피크1 ΔV,V,peaks,either,30,7.0,240.0,-0.0186911395375353,-0.0699088614607448,-0.0512177219232095,-274.02139832274406,-0.021286823614649283,decreasing,context,"방전 피크1 ΔV: early=-0.01869 → late=-0.06991 (Δ=-0.05122, -0.02129V/100cyc) → decreasing · context"
dchg_dVdQ_SOC0,방전 dV/dQ @SOC0,V/Ah,peaks,either,30,7.0,240.0,0.1009296428396155,0.0560560962260108,-0.0448735466136047,-44.46022531251003,-0.020739701160037365,decreasing,context,"방전 dV/dQ @SOC0: early=0.1009 → late=0.05606 (Δ=-0.04487, -0.02074V/Ah/100cyc) → decreasing · context"
dchg_dVdQ_SOC5,방전 dV/dQ @SOC5,V/Ah,peaks,either,30,7.0,240.0,0.0448959647485775,0.0382756996785459,-0.006620265070031599,-14.745790868078757,-0.0031733955322369688,decreasing,context,"방전 dV/dQ @SOC5: early=0.0449 → late=0.03828 (Δ=-0.00662, -0.003173V/Ah/100cyc) → decreasing · context"
dchg_dVdQ_SOC10,방전 dV/dQ @SOC10,V/Ah,peaks,either,30,7.0,240.0,0.0265889732459617,0.0292770654264253,0.0026880921804635985,10.109800613951357,0.000897449914762061,flat,context,"방전 dV/dQ @SOC10: early=0.02659 → late=0.02928 (Δ=+0.002688, +0.0008974V/Ah/100cyc) → flat · context"
dchg_dVdQ_SOCmid,방전 dV/dQ @mid,V/Ah,peaks,either,30,7.0,240.0,0.0190698284845424,0.0208703048150729,0.001800476330530501,9.44149199868226,0.0008028421541765849,flat,context,"방전 dV/dQ @mid: early=0.01907 → late=0.02087 (Δ=+0.0018, +0.0008028V/Ah/100cyc) → flat · context"
dchg_dVdQ_SOC0_Q,방전 cliff Q,Ah,peaks,either,30,7.0,240.0,69.39,62.614,-6.776000000000003,-9.765095835134751,-2.4666710670896417,flat,context,"방전 cliff Q: early=69.39 → late=62.61 (Δ=-6.776, -2.467Ah/100cyc) → flat · context"
dchg_dVdQ_SOC0_cliff_width,방전 cliff 폭,Ah,peaks,either,30,7.0,240.0,4.740172344689384,2.6350581162324715,-2.1051142284569124,-44.410077849075705,-0.9542030889786468,decreasing,context,"방전 cliff 폭: early=4.74 → late=2.635 (Δ=-2.105, -0.9542Ah/100cyc) → decreasing · context"
dchg_dVdQ_SOC0_to_mid_ratio,cliff/mid 비,1,peaks,either,30,7.0,240.0,5.290279075132921,2.6829630002766964,-2.6073160748562247,-49.285038422868354,-1.1989577204276374,decreasing,context,"cliff/mid 비: early=5.29 → late=2.683 (Δ=-2.607, -1.1991/100cyc) → decreasing · context"
chg_dVdQ_SOC100,충전 dV/dQ @100,V/Ah,peaks,either,30,7.0,240.0,0.0080672475890989,0.0084136982197049,0.00034645063060600133,4.294533256598604,0.001896476700605278,increasing,context,"충전 dV/dQ @100: early=0.008067 → late=0.008414 (Δ=+0.0003465, +0.001896V/Ah/100cyc) → increasing · context"
delta_dchg_dVdQ_SOC0,dV/dQ SOC0 Δ,V/Ah,peaks,either,30,7.0,240.0,-0.0032861685735613,-0.0481597151871659,-0.0448735466136046,-1365.527836113838,-0.020739701160037323,decreasing,context,"dV/dQ SOC0 Δ: early=-0.003286 → late=-0.04816 (Δ=-0.04487, -0.02074V/Ah/100cyc) → decreasing · context"
delta_dchg_dVdQ_SOC5,dV/dQ SOC5 Δ,V/Ah,peaks,either,30,7.0,240.0,-0.0036300902534129,-0.0102503553234445,-0.0066202650700316,-182.37191386102396,-0.003173395532236946,decreasing,context,"dV/dQ SOC5 Δ: early=-0.00363 → late=-0.01025 (Δ=-0.00662, -0.003173V/Ah/100cyc) → decreasing · context"
delta_dchg_dVdQ_SOC10,dV/dQ SOC10 Δ,V/Ah,peaks,either,30,7.0,240.0,-0.0017089132699299,0.0009791789105337,0.0026880921804636002,157.29833852679172,0.0008974499147620208,increasing,context,"dV/dQ SOC10 Δ: early=-0.001709 → late=0.0009792 (Δ=+0.002688, +0.0008974V/Ah/100cyc) → increasing · context"
delta_dchg_dVdQ_SOCmid,dV/dQ mid Δ,V/Ah,peaks,either,30,7.0,240.0,0.0004622530618153,0.0022627293923458,0.0018004763305305002,389.5001416453369,0.0008028421541765975,increasing,context,"dV/dQ mid Δ: early=0.0004623 → late=0.002263 (Δ=+0.0018, +0.0008028V/Ah/100cyc) → increasing · context"
delta_chg_dVdQ_SOC100,dV/dQ 100 Δ,V/Ah,peaks,either,30,7.0,240.0,-0.0052259489119809,-0.0048794982813749,0.0003464506306059996,6.62943010812322,0.0018964767006052878,increasing,context,"dV/dQ 100 Δ: early=-0.005226 → late=-0.004879 (Δ=+0.0003465, +0.001896V/Ah/100cyc) → increasing · context"
delta_dchg_dVdQ_SOC0_cliff_width,cliff 폭 Δ,Ah,peaks,either,30,7.0,240.0,-0.8389378757514976,-2.94405210420841,-2.1051142284569124,-250.92611614074627,-0.9542030889786458,decreasing,context,"cliff 폭 Δ: early=-0.8389 → late=-2.944 (Δ=-2.105, -0.9542Ah/100cyc) → decreasing · context"
