metric,title_ko,unit,family,aging_hint,n,cycle_start,cycle_end,early_median,late_median,delta_late_early,pct_change,slope_per_100,trend_label,vs_expectation,note
chgCVcapa,CV 충전용량,Ah,capacity,increase,30,7.0,240.0,0.0,0.0,0.0,,-0.3820746182309529,decreasing,opposite_aging,"CV 충전용량: early=0 → late=0 (Δ=+0, -0.3821Ah/100cyc) → decreasing · opposite_aging"
chgCapa_CCratio,CC 용량비,1,capacity,decrease,30,7.0,240.0,100.0,100.0,0.0,0.0,0.5855899147239839,flat,stable,"CC 용량비: early=100 → late=100 (Δ=+0, +0.58561/100cyc) → flat · stable"
chgCapa_CCratio_norm,CC비 (정규화),1,capacity,decrease,5,8.0,140.0,96.82056595221135,96.82056595221135,0.0,0.0,-1.09514038084825,flat,stable,"CC비 (정규화): early=96.82 → late=96.82 (Δ=+0, -1.0951/100cyc) → flat · stable"
delta_chgCapa_CCratio,CC비 Δ,1,capacity,decrease,30,7.0,240.0,0.0,0.0,0.0,,0.5855899147240151,increasing,opposite_aging,"CC비 Δ: early=0 → late=0 (Δ=+0, +0.58561/100cyc) → increasing · opposite_aging"
chgCVtime,CV 시간,s,capacity,increase,30,7.0,240.0,0.0,0.0,0.0,,-57.44881596266376,decreasing,opposite_aging,"CV 시간: early=0 → late=0 (Δ=+0, -57.45s/100cyc) → decreasing · opposite_aging"
tau_CV,CV 시정수,s,capacity,increase,1,8.0,8.0,,,,,,insufficient_data,n/a,
Q_CV_at_Tref,CV Q @Tref,Ah,capacity,either,1,8.0,8.0,,,,,,insufficient_data,n/a,
CE,쿨롱 효율,%,capacity,decrease,30,7.0,240.0,105.57325081138198,117.50921094465951,11.935960133277533,11.30585639974506,5.162312431181502,flat,stable,"쿨롱 효율: early=105.6 → late=117.5 (Δ=+11.94, +5.162%/100cyc) → flat · stable"
CE_rev,가역 CE,%,capacity,decrease,29,7.0,239.0,91.87019837174635,84.93089753772834,-6.939300834018013,-7.553375258795693,-3.6267855609097164,flat,stable,"가역 CE: early=91.87 → late=84.93 (Δ=-6.939, -3.627%/100cyc) → flat · stable"
CE_local_20,국소 CE(20),%,capacity,decrease,27,10.0,240.0,531.2597472214936,264.90257882686984,-266.3571683946238,-50.13690003575101,-86.27299265830356,decreasing,matches_aging,"국소 CE(20): early=531.3 → late=264.9 (Δ=-266.4, -86.27%/100cyc) → decreasing · matches_aging"
CI,쿨롱 비효율,%,capacity,increase,30,7.0,240.0,-5.573250811381982,-17.509210944659515,-11.935960133277533,-214.16513516494354,-5.162312431181522,decreasing,opposite_aging,"쿨롱 비효율: early=-5.573 → late=-17.51 (Δ=-11.94, -5.162%/100cyc) → decreasing · opposite_aging"
CI_per_hour,CI /시간,%/h,capacity,increase,30,7.0,240.0,-1.0799274935598535,-3.563913685623173,-2.4839861920633193,-230.01416362455518,-1.0616165714875787,decreasing,opposite_aging,"CI /시간: early=-1.08 → late=-3.564 (Δ=-2.484, -1.062%/h/100cyc) → decreasing · opposite_aging"
VE,전압 효율,1,capacity,decrease,30,7.0,240.0,0.8906654479909607,0.8593163902995397,-0.031349057691421045,-3.5197343471820863,-0.013624274446612282,flat,stable,"전압 효율: early=0.8907 → late=0.8593 (Δ=-0.03135, -0.013621/100cyc) → flat · stable"
EE,에너지 효율,1,capacity,decrease,30,7.0,240.0,0.94813399832236,1.0094935364188895,0.0613595380965295,6.471610363630017,0.029833307606041075,flat,stable,"에너지 효율: early=0.9481 → late=1.009 (Δ=+0.06136, +0.029831/100cyc) → flat · stable"
chg_E,충전 에너지,Wh,capacity,decrease,30,7.0,240.0,249.8700238655,204.53409584435,-45.33592802115001,-18.14380425462857,-18.132084499908515,decreasing,matches_aging,"충전 에너지: early=249.9 → late=204.5 (Δ=-45.34, -18.13Wh/100cyc) → decreasing · matches_aging"
dchg_E,방전 에너지,Wh,capacity,decrease,30,7.0,240.0,235.4794499015,206.49849359905,-28.98095630245001,-12.30721250392449,-10.89724587227909,flat,stable,"방전 에너지: early=235.5 → late=206.5 (Δ=-28.98, -10.9Wh/100cyc) → flat · stable"
dE,에너지 손실,Wh,capacity,increase,30,7.0,240.0,12.959759077,-1.941964855349965,-14.901723932349965,-114.98457528270272,-7.234838627629407,decreasing,opposite_aging,"에너지 손실: early=12.96 → late=-1.942 (Δ=-14.9, -7.235Wh/100cyc) → decreasing · opposite_aging"
Q_relax,완화 용량,Ah,capacity,either,30,7.0,240.0,-0.4209999999999922,-0.1839999999999975,0.23699999999999471,56.29453681710192,0.15837484614697364,increasing,context,"완화 용량: early=-0.421 → late=-0.184 (Δ=+0.237, +0.1584Ah/100cyc) → increasing · context"
Q_relax_pct,완화 용량 %,%,capacity,increase,30,7.0,240.0,-0.5875539056285043,-0.2802272277303079,0.3073266778981964,52.30612458774317,0.21257977488426832,increasing,matches_aging,"완화 용량 %: early=-0.5876 → late=-0.2802 (Δ=+0.3073, +0.2126%/100cyc) → increasing · matches_aging"
dSoHQ_dN,dSoHQ/dN,%/cyc,capacity,decrease,17,120.0,240.0,-0.1686142284950732,-0.0217531277553656,0.1468611007397076,87.09887774625068,0.1656587716697514,increasing,opposite_aging,"dSoHQ/dN: early=-0.1686 → late=-0.02175 (Δ=+0.1469, +0.1657%/cyc/100cyc) → increasing · opposite_aging"
d2SoHQ,d2SoHQ,%/cyc2,capacity,either,17,120.0,240.0,-0.0009521657369288,-0.0647610730043304,-0.0638089072674016,-6701.449631365283,-0.042203114383088935,decreasing,context,"d2SoHQ: early=-0.0009522 → late=-0.06476 (Δ=-0.06381, -0.0422%/cyc2/100cyc) → decreasing · context"
EoC_restV_init,충전후 휴지 초기 V,V,rest,either,30,7.0,240.0,4.19991,4.2001023,0.00019230000000014513,0.004578669542922233,8.52566579037074e-05,flat,context,"충전후 휴지 초기 V: early=4.2 → late=4.2 (Δ=+0.0001923, +8.526e-05V/100cyc) → flat · context"
EoC_restV_60s,충전후 휴지 60s V,V,rest,either,30,7.0,240.0,4.1885953,4.1833763,-0.005219000000000307,-0.12460024486013978,-0.0019860827758398755,flat,context,"충전후 휴지 60s V: early=4.189 → late=4.183 (Δ=-0.005219, -0.001986V/100cyc) → flat · context"
EoC_restV_30m,충전후 휴지 30분 V,V,rest,either,30,7.0,240.0,4.175164,4.1650114,-0.010152599999999623,-0.2431664959747599,-0.004059220843639474,flat,context,"충전후 휴지 30분 V: early=4.175 → late=4.165 (Δ=-0.01015, -0.004059V/100cyc) → flat · context"
EoC_restV_end,충전후 휴지 종료 V,V,rest,either,30,7.0,240.0,4.175164,4.1650114,-0.010152599999999623,-0.2431664959747599,-0.004059220843639474,flat,context,"충전후 휴지 종료 V: early=4.175 → late=4.165 (Δ=-0.01015, -0.004059V/100cyc) → flat · context"
EoC_restV_relax,충전후 휴지 완화량,V,rest,either,30,7.0,240.0,-0.0246612999999999,-0.0351052000000002,-0.010443900000000297,-42.34934897998215,-0.004144477501543526,decreasing,context,"충전후 휴지 완화량: early=-0.02466 → late=-0.03511 (Δ=-0.01044, -0.004144V/100cyc) → decreasing · context"
EoC_restV_relax_60s,충전후 60s 완화량,V,rest,either,30,7.0,240.0,-0.0112342999999999,-0.0167403000000003,-0.005506000000000401,-49.01061926422163,-0.002071339433743296,decreasing,context,"충전후 60s 완화량: early=-0.01123 → late=-0.01674 (Δ=-0.005506, -0.002071V/100cyc) → decreasing · context"
EoC_restV_tau,충전후 휴지 완화 τ,s,rest,either,30,7.0,240.0,515.6039986498863,530.632037597193,15.02803894730664,2.9146474788127508,9.475377090215694,flat,context,"충전후 휴지 완화 τ: early=515.6 → late=530.6 (Δ=+15.03, +9.475s/100cyc) → flat · context"
delta_EoC_restV_60s,충전후 60s V Δvs기준,V,rest,either,30,7.0,240.0,-0.0005717,-0.0057907000000003,-0.005219000000000301,-912.8913765961696,-0.001986082775838511,decreasing,context,"충전후 60s V Δvs기준: early=-0.0005717 → late=-0.005791 (Δ=-0.005219, -0.001986V/100cyc) → decreasing · context"
delta_EoC_restV_30m,충전후 30분 V Δvs기준,V,rest,either,30,7.0,240.0,-0.0009390000000006,-0.0110916000000003,-0.0101525999999997,-1081.2140575072642,-0.004059220843638743,decreasing,context,"충전후 30분 V Δvs기준: early=-0.000939 → late=-0.01109 (Δ=-0.01015, -0.004059V/100cyc) → decreasing · context"
delta_EoC_restV_end,충전후 종료 V Δvs기준,V,rest,either,30,7.0,240.0,-0.0009390000000006,-0.0110916000000003,-0.0101525999999997,-1081.2140575072642,-0.004059220843638743,decreasing,context,"충전후 종료 V Δvs기준: early=-0.000939 → late=-0.01109 (Δ=-0.01015, -0.004059V/100cyc) → decreasing · context"
delta_EoC_restV_tau,충전후 완화 τ Δvs기준,s,rest,either,30,7.0,240.0,-18.107237581329173,-3.079198634022532,15.02803894730664,82.99465271722302,9.47537709021588,increasing,context,"충전후 완화 τ Δvs기준: early=-18.11 → late=-3.079 (Δ=+15.03, +9.475s/100cyc) → increasing · context"
EoD_restV_init,방전후 휴지 초기 V,V,rest,either,30,7.0,240.0,2.499973,2.4999743,1.3000000000928935e-06,5.200056160978113e-05,-8.794762981288391e-07,flat,context,"방전후 휴지 초기 V: early=2.5 → late=2.5 (Δ=+1.3e-06, -8.795e-07V/100cyc) → flat · context"
EoD_restV_60s,방전후 휴지 60s V,V,rest,either,30,7.0,240.0,2.907273,2.9803312,0.07305820000000018,2.5129459806492265,0.03380386008013882,flat,context,"방전후 휴지 60s V: early=2.907 → late=2.98 (Δ=+0.07306, +0.0338V/100cyc) → flat · context"
EoD_restV_30m,방전후 휴지 30분 V,V,rest,either,30,7.0,240.0,3.034786,3.0991333,0.06434730000000011,2.1203241348813426,0.02702318332097261,flat,context,"방전후 휴지 30분 V: early=3.035 → late=3.099 (Δ=+0.06435, +0.02702V/100cyc) → flat · context"
EoD_restV_end,방전후 휴지 종료 V,V,rest,either,30,7.0,240.0,3.034786,3.0991333,0.06434730000000011,2.1203241348813426,0.02702318332097261,flat,context,"방전후 휴지 종료 V: early=3.035 → late=3.099 (Δ=+0.06435, +0.02702V/100cyc) → flat · context"
EoD_restV_relax,방전후 휴지 완화량,V,rest,either,30,7.0,240.0,0.5347989000000002,0.5991453,0.0643463999999998,12.031887126170188,0.027024062797270897,flat,context,"방전후 휴지 완화량: early=0.5348 → late=0.5991 (Δ=+0.06435, +0.02702V/100cyc) → flat · context"
EoD_restV_relax_60s,방전후 60s 완화량,V,rest,either,30,7.0,240.0,0.4073039999999999,0.4803432000000001,0.07303920000000019,17.932355194154788,0.03380473955643726,increasing,context,"방전후 60s 완화량: early=0.4073 → late=0.4803 (Δ=+0.07304, +0.0338V/100cyc) → increasing · context"
EoD_restV_tau,방전후 휴지 완화 τ,s,rest,either,30,7.0,240.0,369.6173400265925,292.02133139896256,-77.59600862762994,-20.993606150092205,-37.24046395932845,decreasing,context,"방전후 휴지 완화 τ: early=369.6 → late=292 (Δ=-77.6, -37.24s/100cyc) → decreasing · context"
delta_EoD_restV_60s,방전후 60s V Δvs기준,V,rest,either,30,7.0,240.0,0.0576970000000001,0.1307552000000003,0.07305820000000018,126.62391458828024,0.03380386008013951,increasing,context,"방전후 60s V Δvs기준: early=0.0577 → late=0.1308 (Δ=+0.07306, +0.0338V/100cyc) → increasing · context"
delta_EoD_restV_30m,방전후 30분 V Δvs기준,V,rest,either,30,7.0,240.0,0.0412289999999999,0.1055763,0.06434730000000011,156.07290984501265,0.0270231833209733,increasing,context,"방전후 30분 V Δvs기준: early=0.04123 → late=0.1056 (Δ=+0.06435, +0.02702V/100cyc) → increasing · context"
delta_EoD_restV_end,방전후 종료 V Δvs기준,V,rest,either,30,7.0,240.0,0.0412289999999999,0.1055763,0.06434730000000011,156.07290984501265,0.0270231833209733,increasing,context,"방전후 종료 V Δvs기준: early=0.04123 → late=0.1056 (Δ=+0.06435, +0.02702V/100cyc) → increasing · context"
delta_EoD_restV_tau,방전후 완화 τ Δvs기준,s,rest,either,30,7.0,240.0,10.478575680727316,-67.11743294690262,-77.59600862762994,-740.5205725654885,-37.240463959328366,decreasing,context,"방전후 완화 τ Δvs기준: early=10.48 → late=-67.12 (Δ=-77.6, -37.24s/100cyc) → decreasing · context"
EoC_dchgR_10s,EoC 방전 10s DCIR,mΩ,start_r,increase,30,7.0,240.0,0.171374464438735,0.2353146640036292,0.06394019956489419,37.31022575288765,0.026846790182594584,increasing,matches_aging,"EoC 방전 10s DCIR: early=0.1714 → late=0.2353 (Δ=+0.06394, +0.02685mΩ/100cyc) → increasing · matches_aging"
EoC_dchgR_10s_inc,EoC 방전 10s 증가%,%,start_r,increase,30,7.0,240.0,32.9581359698008,82.56511665696476,49.60698068716396,150.51512844239227,20.828652571668254,increasing,matches_aging,"EoC 방전 10s 증가%: early=32.96 → late=82.57 (Δ=+49.61, +20.83%/100cyc) → increasing · matches_aging"
EoC_dchgR_30s,EoC 방전 30s DCIR,mΩ,start_r,increase,30,7.0,240.0,0.4605282374852163,0.6070027319706354,0.14647449448541905,31.80575751125817,0.06116252561806522,increasing,matches_aging,"EoC 방전 30s DCIR: early=0.4605 → late=0.607 (Δ=+0.1465, +0.06116mΩ/100cyc) → increasing · matches_aging"
EoC_dchgR_30s_inc,EoC 방전 30s 증가%,%,start_r,increase,30,7.0,240.0,22.44447718537153,61.38887068487863,38.9443934995071,173.51437138794037,16.261789968701564,increasing,matches_aging,"EoC 방전 30s 증가%: early=22.44 → late=61.39 (Δ=+38.94, +16.26%/100cyc) → increasing · matches_aging"
EoC_dchgR_60s,EoC 방전 60s DCIR,mΩ,start_r,increase,30,7.0,240.0,0.8074819404634003,1.034586213201673,0.22710427273827272,28.124997149526514,0.09535698193394487,increasing,matches_aging,"EoC 방전 60s DCIR: early=0.8075 → late=1.035 (Δ=+0.2271, +0.09536mΩ/100cyc) → increasing · matches_aging"
EoC_dchgR_60s_inc,EoC 방전 60s 증가%,%,start_r,increase,30,7.0,240.0,18.017820271508096,51.21032885880307,33.19250858729497,184.22044446620924,13.936934798882803,increasing,matches_aging,"EoC 방전 60s 증가%: early=18.02 → late=51.21 (Δ=+33.19, +13.94%/100cyc) → increasing · matches_aging"
EoD_chgR_10s,EoD 충전 10s DCIR,mΩ,start_r,increase,30,7.0,240.0,0.2743121026090767,0.3472231636101324,0.07291106100105571,26.57960050160877,0.027020594295639338,increasing,matches_aging,"EoD 충전 10s DCIR: early=0.2743 → late=0.3472 (Δ=+0.07291, +0.02702mΩ/100cyc) → increasing · matches_aging"
EoD_chgR_10s_inc,EoD 충전 10s 증가%,%,start_r,increase,30,7.0,240.0,-2.0866017073952627,23.938388396328094,26.024990103723358,1247.2428260499582,9.644773913392337,increasing,matches_aging,"EoD 충전 10s 증가%: early=-2.087 → late=23.94 (Δ=+26.02, +9.645%/100cyc) → increasing · matches_aging"
EoD_chgR_30s,EoD 충전 30s DCIR,mΩ,start_r,increase,30,7.0,240.0,0.7436758705659409,0.8695901642556707,0.12591429368972984,16.931340476854313,0.0408250619436846,flat,stable,"EoD 충전 30s DCIR: early=0.7437 → late=0.8696 (Δ=+0.1259, +0.04083mΩ/100cyc) → flat · stable"
EoD_chgR_30s_inc,EoD 충전 30s 증가%,%,start_r,increase,30,7.0,240.0,-3.2743137471742028,13.1026415208656,16.3769552680398,500.1645087363249,5.309883363315199,increasing,matches_aging,"EoD 충전 30s 증가%: early=-3.274 → late=13.1 (Δ=+16.38, +5.31%/100cyc) → increasing · matches_aging"
EoD_chgR_60s,EoD 충전 60s DCIR,mΩ,start_r,increase,30,7.0,240.0,1.3235649849842022,1.4010764195516603,0.07751143456745813,5.856262098712387,0.009482176942358155,flat,stable,"EoD 충전 60s DCIR: early=1.324 → late=1.401 (Δ=+0.07751, +0.009482mΩ/100cyc) → flat · stable"
EoD_chgR_60s_inc,EoD 충전 60s 증가%,%,start_r,increase,30,7.0,240.0,-6.437596980914828,-0.958337434263594,5.4792595466512335,85.11342917078031,0.6702921810747464,increasing,matches_aging,"EoD 충전 60s 증가%: early=-6.438 → late=-0.9583 (Δ=+5.479, +0.6703%/100cyc) → increasing · matches_aging"
EoC_dchgR_10_60_ratio,EoC R10/R60,1,start_r,either,30,7.0,240.0,0.2104611906406248,0.2268395758777168,0.016378385237092008,7.7821403495996995,0.006741125808272803,flat,context,"EoC R10/R60: early=0.2105 → late=0.2268 (Δ=+0.01638, +0.0067411/100cyc) → flat · context"
EoD_chgR_10_60_ratio,EoD R10/R60,1,start_r,either,30,7.0,240.0,0.2072524626453085,0.2486803244410186,0.04142786179571009,19.98908059616626,0.017507949689930302,increasing,context,"EoD R10/R60: early=0.2073 → late=0.2487 (Δ=+0.04143, +0.017511/100cyc) → increasing · context"
EoC_dchgR_10s_T25,EoC R10s @25C,mΩ,start_r,increase,30,7.0,240.0,0.0818915762453056,0.1124455082150273,0.030553931969721698,37.310225752887725,0.012828783870339212,increasing,matches_aging,"EoC R10s @25C: early=0.08189 → late=0.1124 (Δ=+0.03055, +0.01283mΩ/100cyc) → increasing · matches_aging"
EoD_chgR_10s_T25,EoD R10s @25C,mΩ,start_r,increase,30,7.0,240.0,0.1310804998830614,0.1659211730874908,0.034840673204429407,26.579600501608724,0.012911836458259907,increasing,matches_aging,"EoD R10s @25C: early=0.1311 → late=0.1659 (Δ=+0.03484, +0.01291mΩ/100cyc) → increasing · matches_aging"
EoC_dchgR_10s_growth_50,EoC R10s 성장/50cyc,mΩ/50cyc,start_r,increase,0,,,,,,,,insufficient_data,n/a,
R_ohmic_soc80,RΩ (SOC80),mΩ,resistance,increase,0,,,,,,,,insufficient_data,n/a,
R_ct_soc80,Rct (SOC80),mΩ,resistance,increase,0,,,,,,,,insufficient_data,n/a,
tau_ct_soc80,τ_ct (SOC80),s,resistance,either,0,,,,,,,,insufficient_data,n/a,
A_diff_soc80,A_diff (SOC80),mΩ/√s,resistance,increase,0,,,,,,,,insufficient_data,n/a,
R_30s_total_soc80,R30s 총 (SOC80),mΩ,resistance,increase,0,,,,,,,,insufficient_data,n/a,
R_ohmic_frac_soc80,RΩ분율 (SOC80),1,resistance,increase,0,,,,,,,,insufficient_data,n/a,
R_ct_frac_soc80,Rct분율 (SOC80),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_diff_frac_soc80,Rdiff분율 (SOC80),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_recovery_tau1_soc80,회복 τ1 (SOC80),s,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_recovery_tau2_soc80,회복 τ2 (SOC80),s,resistance,either,0,,,,,,,,insufficient_data,n/a,
V_inf_est_soc80,V∞ est (SOC80),V,resistance,either,0,,,,,,,,insufficient_data,n/a,
V_inf_rest_soc80,V∞ rest (SOC80),V,resistance,either,0,,,,,,,,insufficient_data,n/a,
self_discharge_rate_soc80,자기방전 (SOC80),mV/h,resistance,increase,0,,,,,,,,insufficient_data,n/a,
dcir_fit_r2_soc80,DCIR fit R2 (SOC80),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
dcir_fit_rmse_soc80,DCIR fit RMSE (SOC80),1,resistance,decrease,0,,,,,,,,insufficient_data,n/a,
pulse_current_A_soc80,펄스 전류 (SOC80),A,resistance,either,0,,,,,,,,insufficient_data,n/a,
n_t_le_1s_soc80,t≤1s 샘플수 (SOC80),count,resistance,either,0,,,,,,,,insufficient_data,n/a,
relax_amp_ratio_soc80,회복 amp비 (SOC80),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
relax_completeness_soc80,완화 완성도 (SOC80),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
recovery_fit_r2_soc80,회복 fit R2 (SOC80),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
dcir_fit_valid_soc80,DCIR fit 유효 (SOC80),0/1,resistance,either,0,,,,,,,,insufficient_data,n/a,
dcir_fit_cond_soc80,DCIR fit 조건수 (SOC80),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
sd_fit_valid_soc80,자기방전 fit 유효 (SOC80),0/1,resistance,either,0,,,,,,,,insufficient_data,n/a,
n_points_soc80,펄스 포인트수 (SOC80),count,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_ohmic_soc50,RΩ (SOC50),mΩ,resistance,increase,30,7.0,240.0,1.3936645148545057,2.373861976520771,0.9801974616662654,70.33238280940195,0.4980681057915095,increasing,matches_aging,"RΩ (SOC50): early=1.394 → late=2.374 (Δ=+0.9802, +0.4981mΩ/100cyc) → increasing · matches_aging"
R_ct_soc50,Rct (SOC50),mΩ,resistance,increase,30,7.0,240.0,0.7243859171156954,0.9424781435396624,0.21809222642396697,30.107187518546738,0.09304593116628998,increasing,matches_aging,"Rct (SOC50): early=0.7244 → late=0.9425 (Δ=+0.2181, +0.09305mΩ/100cyc) → increasing · matches_aging"
tau_ct_soc50,τ_ct (SOC50),s,resistance,either,0,,,,,,,,insufficient_data,n/a,
A_diff_soc50,A_diff (SOC50),mΩ/√s,resistance,increase,0,,,,,,,,insufficient_data,n/a,
R_30s_total_soc50,R30s 총 (SOC50),mΩ,resistance,increase,0,,,,,,,,insufficient_data,n/a,
R_ohmic_frac_soc50,RΩ분율 (SOC50),1,resistance,increase,0,,,,,,,,insufficient_data,n/a,
R_ct_frac_soc50,Rct분율 (SOC50),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_diff_frac_soc50,Rdiff분율 (SOC50),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_recovery_tau1_soc50,회복 τ1 (SOC50),s,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_recovery_tau2_soc50,회복 τ2 (SOC50),s,resistance,either,0,,,,,,,,insufficient_data,n/a,
V_inf_est_soc50,V∞ est (SOC50),V,resistance,either,0,,,,,,,,insufficient_data,n/a,
V_inf_rest_soc50,V∞ rest (SOC50),V,resistance,either,0,,,,,,,,insufficient_data,n/a,
self_discharge_rate_soc50,자기방전 (SOC50),mV/h,resistance,increase,0,,,,,,,,insufficient_data,n/a,
dcir_fit_r2_soc50,DCIR fit R2 (SOC50),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
dcir_fit_rmse_soc50,DCIR fit RMSE (SOC50),1,resistance,decrease,0,,,,,,,,insufficient_data,n/a,
pulse_current_A_soc50,펄스 전류 (SOC50),A,resistance,either,0,,,,,,,,insufficient_data,n/a,
n_t_le_1s_soc50,t≤1s 샘플수 (SOC50),count,resistance,either,0,,,,,,,,insufficient_data,n/a,
relax_amp_ratio_soc50,회복 amp비 (SOC50),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
relax_completeness_soc50,완화 완성도 (SOC50),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
recovery_fit_r2_soc50,회복 fit R2 (SOC50),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
dcir_fit_valid_soc50,DCIR fit 유효 (SOC50),0/1,resistance,either,0,,,,,,,,insufficient_data,n/a,
dcir_fit_cond_soc50,DCIR fit 조건수 (SOC50),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
sd_fit_valid_soc50,자기방전 fit 유효 (SOC50),0/1,resistance,either,0,,,,,,,,insufficient_data,n/a,
n_points_soc50,펄스 포인트수 (SOC50),count,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_ohmic_soc20,RΩ (SOC20),mΩ,resistance,increase,0,,,,,,,,insufficient_data,n/a,
R_ct_soc20,Rct (SOC20),mΩ,resistance,increase,0,,,,,,,,insufficient_data,n/a,
tau_ct_soc20,τ_ct (SOC20),s,resistance,either,0,,,,,,,,insufficient_data,n/a,
A_diff_soc20,A_diff (SOC20),mΩ/√s,resistance,increase,0,,,,,,,,insufficient_data,n/a,
R_30s_total_soc20,R30s 총 (SOC20),mΩ,resistance,increase,0,,,,,,,,insufficient_data,n/a,
R_ohmic_frac_soc20,RΩ분율 (SOC20),1,resistance,increase,0,,,,,,,,insufficient_data,n/a,
R_ct_frac_soc20,Rct분율 (SOC20),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_diff_frac_soc20,Rdiff분율 (SOC20),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_recovery_tau1_soc20,회복 τ1 (SOC20),s,resistance,either,0,,,,,,,,insufficient_data,n/a,
R_recovery_tau2_soc20,회복 τ2 (SOC20),s,resistance,either,0,,,,,,,,insufficient_data,n/a,
V_inf_est_soc20,V∞ est (SOC20),V,resistance,either,0,,,,,,,,insufficient_data,n/a,
V_inf_rest_soc20,V∞ rest (SOC20),V,resistance,either,0,,,,,,,,insufficient_data,n/a,
self_discharge_rate_soc20,자기방전 (SOC20),mV/h,resistance,increase,0,,,,,,,,insufficient_data,n/a,
dcir_fit_r2_soc20,DCIR fit R2 (SOC20),1,resistance,either,0,,,,,,,,insufficient_data,n/a,
dcir_fit_rmse_soc20,DCIR fit RMSE (SOC20),1,resistance,decrease,0,,,,,,,,insufficient_data,n/a,
pulse_current_A_soc20,펄스 전류 (SOC20),A,resistance,either,0,,,,,,,,insufficient_data,n/a,
n_t_le_1s_soc20,t≤1s 샘플수 (SOC20),count,resistance,either,0,,,,,,,,insufficient_data,n/a,
