segment,cycle_start,cycle_end,n_points,SoHQ_start,SoHQ_end,dominant_electrode,relative_dominant,PE_side_score_mean,NE_side_score_mean,contact_stack_score_mean,shared_side_score_mean,dominance_margin_mean,PE_top_modes,NE_top_modes,shared_top_modes,electrode_confidence_mean,LAM_PE_mean,contact_loss_mean,LLI_mean,si_cosign_mean,fade_exponent_b,knee_cycle_bw,crosses_knee
1,7,100,13,96.28910897452056,92.24537944365235,PE,PE,0.5946441528003394,0.02920838968335414,0.11731030746025743,0.3908625811070684,0.477333845340082,LAM_PE,contact_loss,"solid_diffusion,LLI,interface_R,SE_decomposition",0.7496859556893689,0.7036281011696833,0.11731030746025743,0.42284360241474156,0.2153846153846154,1.3413045241883332,350.0,False
2,120,210,10,91.60118437377855,87.96063943330888,mixed,contact_or_NE,0.6124539970761163,0.18620972340955366,0.6155693335853014,0.46232410966065246,0.0031153365091851626,LAM_PE,contact_loss,"solid_diffusion,LLI,interface_R,SE_decomposition",0.5743035370122398,0.689938662768155,0.6155693335853014,0.5316609342286924,0.4,1.3413045241883332,350.0,False
3,220,340,12,87.54407260480514,81.11396675188344,PE,PE,0.6038769165731234,0.14463514976679281,0.46160380088195957,0.5226876218043724,0.1422731156911638,LAM_PE,contact_loss,"solid_diffusion,LLI,interface_R,SE_decomposition",0.7003945848545884,0.6773914443197201,0.46160380088195957,0.5845138655310164,0.4000000000000001,1.3413045241883332,350.0,False
4,350,564,25,80.26299103409437,65.4255986619424,PE,PE,0.5795397513427847,0.07750683794176029,0.2524303431229901,0.49467933203043324,0.32710940821979456,LAM_PE,contact_loss,"solid_diffusion,LLI,interface_R,SE_decomposition",0.6598136887470551,0.7540530017903795,0.2524303431229901,0.5406700498758306,0.40800000000000003,1.3413045241883332,350.0,True
