cycle,cycle_role,SoHQ,CE,VE,EE,Q_relax_pct,R_ohmic_soc50,R_ct_soc50,tau_ct_soc50,mech_vs_chem_ratio,R_ohmic_growth_100,R_ohmic_frac_soc50,EoC_dchgR_10s,hyst_area_low,hyst_area_high,dchg_plateau_width,delta_dchg_plateau_V,chg_dQdV_peak1_V,LAM_curve_proxy,LLI_curve_proxy,RCF,PER,eta_max,eta_argmax_SOC,LAM_PE_pattern_score,contact_loss_score,LLI_pattern_score,interface_R_score,solid_diffusion_score,PE_side_score,contact_stack_score,NE_side_score,si_cosign
80,routine_05c,91.46505473528946,109.68922340536228,0.8892831409036104,0.975447771131984,-0.4858931902647807,1.0703496538759116,0.7265732163273985,,1.4731476881107677,,,0.1828647562930218,0.0680384820660097,0.2197280528291651,15.260549098196392,-0.0617804198432292,3.543458189557866,-6.013120587062892,2.2800972225371674,0.9962512010332824,,,,0.7363344867669522,0.8579551885324206,0.5090629607800518,0.6327461633439342,0.0748358045900716,0.6322508650752142,0.8579551885324206,0.1887501414771325,0.2
90,routine_05c,91.17583259822707,109.3613404565323,0.8868508144384722,0.9698719385195872,-0.4858931902647807,1.0703496538759116,0.7265732163273985,,1.4731476881107677,,,0.1956162050083923,0.0666036302830803,0.2217325274973329,15.470146292585175,-0.0665524711877676,,-6.393296380821734,2.2028227922627632,0.9931009498007466,,,,0.8369484283163718,0.9294200062576368,0.5162803065763032,0.6775334998259828,0.137111959308207,0.677711321237279,0.9294200062576368,0.2044724013766801,0.2
100,routine_05c,90.91697878555624,106.39522093042932,0.8821643754798055,0.9385807362612812,-0.4858931902647807,1.0703496538759116,0.7265732163273985,,1.4731476881107677,,,0.1990400797213918,0.0644473066597324,0.226875995434798,15.429721442885771,-0.07003481629607,4.1997819718734215,-6.561466070435795,2.31901924763122,0.990281474947627,,,,0.8811858707893845,0.9417248476222928,0.5291017048991876,0.7229276647214864,0.1919591689571937,0.7608894030920383,0.9417248476222928,0.2848717664057436,0.4
120,routine_05c,90.42963948460616,110.73079170577093,0.8821302427401213,0.9767898016621752,0.0598189689098728,2.1553343769280624,0.7805480900694076,,2.7613088858322703,1.033318783859191,,0.2138847211323454,0.0622366436338839,0.2243318305438221,15.354048096192386,-0.0770581876153779,3.963368184133463,-7.175050802072369,2.201333936678417,0.9843841007477372,,,,0.8940022443470597,0.9902667113022972,0.5401609033912494,0.7407640108107882,0.3025443838781898,0.7205016832602948,0.9902667113022972,0.2995556801689449,0.4
130,routine_05c,90.25899842373936,111.66273078574496,0.8813602818976708,0.984150958827879,0.0598189689098728,2.1553343769280624,0.7805480900694076,,2.7613088858322703,1.033318783859191,,0.2231335332160442,0.0606287522688458,0.2250377013155875,15.327673346693388,-0.0798863990781666,3.7465930186373,-7.32616150781904,2.223879707612387,0.9825265643447462,,,,0.8982948730803058,0.9937097221359036,0.54855169409762,0.7571545490186748,0.3359042875854083,0.7737211548102293,0.9937097221359036,0.3005971909461109,0.4
140,routine_05c,90.00592905380978,112.52937985897668,0.8801450194851127,0.9904217322862668,0.0598189689098728,2.1553343769280624,0.7805480900694076,,2.7613088858322703,1.033318783859191,,0.2284185145946579,0.0592606057510589,0.225335185186004,15.412280561122245,-0.0836339795374221,3.55745229576349,-7.66715254527468,2.160422663641956,0.9797717434081072,,,,0.8072873250743999,0.9950012214498266,0.5547930846439542,0.7680136119104606,0.3838482756058182,0.7354654938058,0.9950012214498266,0.3009878694885726,0.4
150,routine_05c,89.61692527946089,113.2386799693016,0.8790149184857251,0.9953848904264676,0.0598189689098728,2.1553343769280624,0.7805480900694076,,2.7613088858322703,1.033318783859191,,0.243254499623472,0.0578772919111458,0.2258971163872888,15.224885771543086,-0.0878381253104305,3.553520706639944,-8.027818583990065,2.234014442419854,0.9755371900826446,,,,0.8090559024222065,0.9970931525219076,0.5641749673811883,0.7842706583072974,0.4536258872531907,0.7367919268166548,0.9970931525219076,0.301620678637877,0.4
160,routine_05c,89.35084091336351,112.921030027231,0.8769071259339589,0.9902125589868144,0.0598189689098728,2.1553343769280624,0.7805480900694076,,2.7613088858322703,1.033318783859191,,0.2259025035308569,0.0564604564144614,0.2274285680453284,14.93198196392786,-0.0874405181794717,3.739192167430338,-8.38540556696139,2.16266949385296,0.9726406926406926,,,,0.9285428766295428,0.9944347536252206,0.568773696913022,0.7812835448088604,0.4984083173422675,0.7964071574721571,0.9944347536252206,0.3008165129716292,0.4
170,routine_05c,88.9473760321615,113.62595137811276,0.8755331071341275,0.9948328226115036,0.0598189689098728,2.1553343769280624,0.7805480900694076,,2.7613088858322703,1.033318783859191,,0.2372428741429137,0.05509195675155,0.2279281396645745,14.98986372745491,-0.0913718232727571,3.5620988850466477,-8.91327318169699,2.09306612727722,0.9928491872608998,,,,0.8554693250959018,0.996451419877456,0.5733117477198432,0.7965028177594855,0.1420490986622988,0.7716019938219264,0.996451419877456,0.3014265545129305,0.4
180,routine_05c,88.71021387977036,113.35230422410288,0.8736317639161764,0.9902817348326604,0.0598189689098728,2.1553343769280624,0.7805480900694076,,2.7613088858322703,1.033318783859191,,0.2350985519687128,0.0538059315706207,0.2295977797480523,14.950256513026048,-0.0903812875007989,3.741993890796114,-9.340843076294082,1.9087581942400165,0.9902019337863796,,,,0.929196779707413,0.9961633351254936,0.5722748516905024,0.8051063745954398,0.1934909039720282,0.7968975847805597,0.9961633351254936,0.3013394088754618,0.4
190,routine_05c,88.39930008242831,114.18084689093524,0.8723484250618259,0.9960548195753284,0.0598189689098728,2.1553343769280624,0.7805480900694076,,2.7613088858322703,1.033318783859191,,0.2340037384437183,0.0522805315131074,0.2297676953291504,14.776064128256516,-0.0928549150317059,3.753319729066851,-9.516703014867955,2.115663765393055,0.9867314490484416,,,,0.9392408921257632,0.9960019990247154,0.5859204844881496,0.8098463165050229,0.2593123278592272,0.8044306690943225,0.9960019990247154,0.3012906047049765,0.4
200,routine_05c,88.02331130424723,114.94042336235056,0.871306515149799,1.0014833972969222,0.0598189689098728,2.1553343769280624,0.7805480900694076,,2.7613088858322703,1.033318783859191,,0.2330983235244881,0.0511409492038969,0.2302325909383398,14.71301803607215,-0.0947274271365787,3.739773898905003,-10.116249828768886,1.8755224910119104,0.9825345837839584,,,,0.9429672344977048,0.9958607039967252,0.5813340408823492,0.8133262271567168,0.3357619880736099,0.8072254258732786,0.9958607039967252,0.3012478629590093,0.4
210,routine_05c,87.3956992668219,115.4066492256574,0.8697293491431881,1.0037254991782725,0.0598189689098728,2.1553343769280624,0.7805480900694076,,2.7613088858322703,1.033318783859191,,0.2295455168193424,0.0498650254183351,0.2315640658401495,14.24560320641283,-0.0960171529959121,3.74676634368644,-11.043045271546603,1.7788628191252966,0.9755290471501672,,,,0.960338300220434,0.99522971398133,0.5828335199020581,0.8197375718971365,0.453755223872572,0.8202537251653255,0.99522971398133,0.3010569884793523,0.4
220,routine_05c,87.35665427831847,115.36169887709111,0.8680162748109421,1.0013583211515429,0.0484019296235961,2.6150204926971474,0.8791094097962288,,2.974624618457093,0.7355575422958265,,0.2350270355266641,0.0487114048517907,0.2319446010112774,14.724104208416833,-0.0980555909483347,3.7585468943198994,-11.067644542408516,1.8076347788290457,0.9746212549006954,,,,0.9438773674168256,0.9876914845970882,0.5871509774298634,0.8423112827017383,0.4680535279942752,0.8079080255626192,0.9876914845970882,0.2987766740906192,0.4
230,routine_05c,86.83750054229151,115.97172598930068,0.8668140663682242,1.005259233885272,0.0484019296235961,2.6150204926971474,0.8791094097962288,,2.974624618457093,0.7355575422958265,,0.2294916523581721,0.0475220192044069,0.2324373335236313,14.393987975951903,-0.1006955117948069,3.7636891505751,-11.703397079087472,1.3908341786005984,0.9688291573224052,,,,0.957593701434932,0.986757507129915,0.5734555203014065,0.8315637085778469,0.5535025590281005,0.818195276076199,0.986757507129915,0.2984941459067993,0.4
237,routine_05c,86.60033838990037,116.9720290647707,0.8656950411103784,1.0126210550999104,0.0484019296235961,2.6150204926971474,0.8791094097962288,,2.974624618457093,0.7355575422958265,,0.2266965660958624,0.0462533482834431,0.2326647930498581,14.473200400801606,-0.1002352839589226,3.752369035332324,-11.884002666399772,1.8737614361053487,0.9661831851696489,,,,0.9547140867604208,0.9861607818434254,0.594224960409012,0.8363264290325341,0.5891324420424786,0.8160355650703155,0.9861607818434254,0.2983136365076362,0.4
238,routine_05c,86.51212563809634,116.8551616368786,0.863399893811698,1.0089273414862978,0.0484019296235961,2.6150204926971474,0.8791094097962288,,2.974624618457093,0.7355575422958265,,0.1815657262338674,0.0454871039675712,0.2329808785895238,14.076288577154308,-0.1010043535463669,3.757503585526505,-11.81194061111739,2.057533374203863,0.9651990126006356,,,,0.9667552671930776,0.9394212714440324,0.6015591440822374,0.7346200008341147,0.6018352749348906,0.8250664503948083,0.9394212714440324,0.2841749346118198,0.4
239,routine_05c,86.4600656534251,116.78712349103408,0.8655396463853302,1.010838855687895,0.0484019296235961,2.6150204926971474,0.8791094097962288,,2.974624618457093,0.7355575422958265,,0.2382423756019236,0.0460470620865688,0.2329717999831489,14.214657314629257,-0.0990733535880119,3.74757238082957,-12.094565200616556,1.8377859822084703,0.9646181894451524,,,,0.9624389428103224,0.9881124328197632,0.5933338115105345,0.8509462622854242,0.6091924227153804,0.8218292071077418,0.9881124328197632,0.2989040109279784,0.4
240,routine_05c,86.57575450825007,116.94110753003224,0.8635342504886381,1.009826516422576,0.0484019296235961,2.6150204926971474,0.8791094097962288,,2.974624618457093,0.7355575422958265,,0.1887903377995871,0.0456107612693982,0.2331613973722164,13.96825250501002,-0.1024234141623843,3.7544381735942616,-11.936877907318324,1.935015303784808,0.9659089075684484,,,,0.969741384439717,0.9558585346302928,0.5974144120715658,0.7585306115340864,0.5927025116759141,0.8273060383297878,0.9558585346302928,0.2891472067256636,0.4
241,routine_05c,86.55695506934102,116.92256602594156,0.8633328661747797,1.0094309404768604,0.0484019296235961,2.6150204926971474,0.8791094097962288,,2.974624618457093,0.7355575422958265,,0.1803998383908274,0.0454306159925962,0.2332176874941087,14.083619238476947,-0.1013972327649144,3.74236595455494,-12.0090261510853,1.7078481880126315,0.9656991658734128,,,,0.9667070418095036,0.936168979564271,0.5886355534922867,0.7400698906625693,0.5954169512832987,0.8250302813571277,0.936168979564271,0.283191116318192,0.4
