cycle,cycle_role,SoHQ,CE,VE,EE,Q_relax_pct,R_ohmic_soc50,R_ct_soc50,tau_ct_soc50,mech_vs_chem_ratio,R_ohmic_growth_100,R_ohmic_frac_soc50,EoC_dchgR_10s,hyst_area_low,hyst_area_high,dchg_plateau_width,delta_dchg_plateau_V,chg_dQdV_peak1_V,LAM_curve_proxy,LLI_curve_proxy,RCF,PER,eta_max,eta_argmax_SOC,LAM_PE_pattern_score,contact_loss_score,LLI_pattern_score,interface_R_score,solid_diffusion_score,PE_side_score,contact_stack_score,NE_side_score,si_cosign
80,routine_05c,91.84683008832486,111.23794265878976,0.8780919802141373,0.9767714534420336,-0.5043197883510393,1.348849510018462,0.7251637964572387,,1.8600618461762943,,,0.1967258058199193,0.0614831228514741,0.2292333975946727,18.105442885771545,-0.0614181233317401,3.759650323691802,-8.122998784389024,-0.1341277810430966,0.9847535752275144,,,,0.6366689107162656,0.9741067408842584,0.4326084949809291,0.7378498791403194,0.2958163581626223,0.5775016830371992,0.9741067408842584,0.2946672891174882,0.4
90,routine_05c,91.74210794648148,115.32399147801084,0.8796497315769778,1.0144471814801792,-0.5043197883510393,1.348849510018462,0.7251637964572387,,1.8600618461762943,,,0.2053670790782967,0.061146982332317,0.2257180971433967,17.955,-0.0655787721299798,3.5435413059029077,-8.41545699009998,-0.2748615248028854,0.9836307765039592,,,,0.6400722801479998,0.984855447377766,0.4422021092108358,0.7369903888528606,0.3161686525043398,0.5600542101109999,0.984855447377766,0.2166681984231085,0.2
100,routine_05c,91.5519545836606,115.08894701287002,0.8773233123541133,1.0097021620867817,-0.5043197883510393,1.348849510018462,0.7251637964572387,,1.8600618461762943,,,0.2143169202302769,0.0601397723317879,0.2274460707445917,17.78735871743487,-0.0703598775106293,3.540399724924717,-8.897675223156988,-0.5573561311881977,0.9815920104006616,,,,0.6453986561675351,0.9913307680832328,0.4604043675731597,0.7618603861193727,0.352381053779186,0.5640489921256514,0.9913307680832328,0.2180927689783112,0.2
120,routine_05c,91.30668430408004,114.82636722811397,0.8727735611896298,1.002174174441492,0.0413491641561692,2.1476068454171737,0.8229098412817694,,2.6097717364420485,0.7607212718082967,,0.1801089483561747,0.0576967518856947,0.2303190361613995,17.975711422845684,-0.0727669145769831,,-9.451881550840358,-0.8333555116071191,0.9785575048732944,,,,0.5489122278218093,0.9677920213886504,0.4835572118617503,0.7498764184768062,0.4043597075685142,0.511684170866357,0.9677920213886504,0.2927570864700667,0.4
130,routine_05c,91.02696595152467,115.64491282123102,0.8721896929252538,1.0086430100191723,0.0413491641561692,2.1476068454171737,0.8229098412817694,,2.6097717364420485,0.7607212718082967,,0.1838604445025822,0.0569723185952114,0.2304264427443002,17.79105210420842,-0.0759969696321407,3.757939438633324,-10.052542043456912,-1.0839351301556726,0.9755596904719712,,,,0.6538531956015786,0.9726573922553344,0.5027643495300115,0.7602678373750607,0.4532684075193959,0.5903898967011839,0.9726573922553344,0.2942288611572387,0.4
140,routine_05c,90.87815027627356,115.48819780065844,0.8704972960816239,1.005321639148129,0.0413491641561692,2.1476068454171737,0.8229098412817694,,2.6097717364420485,0.7607212718082967,,0.1880432167453563,0.0558097933516802,0.2320777915562963,17.763997995991986,-0.0780569264311084,3.7688189460155006,-10.402821810916008,-1.3145058523669984,0.9739647941402328,,,,0.65563856040898,0.9769502256750556,0.5209198808657814,0.7808900305121664,0.4782432689019641,0.5917289203067351,0.9769502256750556,0.2955274432667044,0.4
150,routine_05c,90.60669946123214,116.34935239578172,0.8699095255388636,1.0121340993936851,0.0413491641561692,2.1476068454171737,0.8229098412817694,,2.6097717364420485,0.7607212718082967,,0.1931581263899193,0.0549935957961952,0.2322849823478034,17.978024048096188,-0.0776172354069508,3.7751729944078223,-10.803383322780258,-1.4827626032194343,0.9710555850906728,,,,0.6552688660625765,0.9809282164844346,0.5369886378881263,0.7922369117857465,0.5218569521991085,0.5914516495469324,0.9809282164844346,0.2967307854865415,0.4
160,routine_05c,90.33111487743376,116.0283185840708,0.8680490062497548,1.007182666437326,0.0413491641561692,2.1476068454171737,0.8229098412817694,,2.6097717364420485,0.7607212718082967,,0.2010946596305456,0.0539696252144926,0.2340600373312558,17.53359118236473,-0.0805049436556157,3.778212934024536,-11.475344636794226,-1.7023232998113462,0.9681020733652314,,,,0.6946529991491562,0.9851044188219784,0.5553977650068886,0.8105927459992412,0.563507938335207,0.6209897493618671,0.9851044188219784,0.2979940866936484,0.4
170,routine_05c,90.02108222066059,116.8607459082372,0.867462417194102,1.013723051206652,0.0413491641561692,2.1476068454171737,0.8229098412817694,,2.6097717364420485,0.7607212718082967,,0.20614035087718,0.0530576854716251,0.2342304430726801,17.475587174348696,-0.0811139472105879,3.766832059020951,-11.234093261035085,-0.8254974938032751,0.9812111381454448,,,,0.7044216030675083,0.9868769247515656,0.5264014102337816,0.8187689261481688,0.3590346338693812,0.6283162023006312,0.9868769247515656,0.2985302697373487,0.4
180,routine_05c,89.68762487426454,116.46119987833026,0.8661871215362541,1.0087719149326924,0.0413491641561692,2.1476068454171737,0.8229098412817694,,2.6097717364420485,0.7607212718082967,,0.2120994638409237,0.0520928992521146,0.2357710811306599,17.543777555110218,-0.0830573240598218,3.772260313908422,-11.688422287399836,-0.9069485646753372,0.9775765221831728,,,,0.6948686473692943,0.9883693174536156,0.5373716219187847,0.8310850205648579,0.4206401668372876,0.6211514855269707,0.9883693174536156,0.2989817185297187,0.4
190,routine_05c,89.34727791327354,117.26345486111111,0.8662361196954772,1.0157784012097464,0.0413491641561692,2.1476068454171737,0.8229098412817694,,2.6097717364420485,0.7607212718082967,,0.2187747741469055,0.0508608204407006,0.2361688773777752,16.961480961923847,-0.0815583865556393,3.769490676350132,-13.208021020326388,-2.1789501401509117,0.9738668108497792,,,,0.7822954763789276,0.9895004802412743,0.594877458930765,0.8347173197898451,0.4797533094241075,0.6867216072841956,0.9895004802412743,0.2993238952729855,0.4
200,routine_05c,88.94905818968488,118.0300592408396,0.8654788661459759,1.0215252184290422,0.0413491641561692,2.1476068454171737,0.8229098412817694,,2.6097717364420485,0.7607212718082967,,0.2230168870992392,0.0498667967626361,0.2365415132475058,16.88666132264529,-0.082018597315058,3.767149445620379,-12.56587819772379,-0.7713988106645581,0.9695262983989668,,,,0.792887190115408,0.99001003493003,0.5434446784724366,0.8398893829135143,0.5437567505182729,0.6946653925865559,0.99001003493003,0.299478035566334,0.4
210,routine_05c,88.44611632425283,117.38414834863391,0.86325758599307,1.0133275653729412,0.0413491641561692,2.1476068454171737,0.8229098412817694,,2.6097717364420485,0.7607212718082967,,0.2284892692775669,0.0490042114891148,0.2380353943525023,16.280178356713428,-0.0812786192801455,3.763369164064761,-13.132597313624483,-0.5259247257746642,0.9640443363071102,,,,0.8629963486654851,0.99049647450152,0.5367841175262188,0.8536774383361503,0.6163597439069031,0.7472472614991138,0.99049647450152,0.2996251835367098,0.4
220,routine_05c,88.13332782164166,118.2557731062917,0.8627666436165834,1.0202713645119952,-0.082673200354732,2.29349157961866,0.9469922665479568,,2.421869386514694,0.449829556952475,,0.2309677330086522,0.0482204065311776,0.2381311985033116,15.8409378757515,-0.0803495057958594,3.765976180609869,-15.443478752202443,-2.801261868754914,0.9614291941617688,,,,0.8992650489140617,0.935676776331737,0.6295032264394643,0.8569588226035452,0.6477521430141725,0.7744487866855462,0.935676776331737,0.2830422248403505,0.4
230,routine_05c,87.63451972496658,110.17201656070816,0.8539861242320491,0.9408537342150828,-0.082673200354732,2.29349157961866,0.9469922665479568,,2.421869386514694,0.449829556952475,,0.1900890525332317,0.0452299191302926,0.2478087205686484,15.599555110220445,-0.0794393508853463,4.199768159278492,-15.840879543048914,-2.568350449892619,0.9559877944293294,,,,0.9143003958897042,0.9236988533278988,0.6242649523635994,0.8934673321320533,0.7065415922300896,0.7857252969172782,0.9236988533278988,0.355624058531241,0.6
236,routine_05c,87.37409229327712,115.14436172144542,0.8569752712352597,0.9867587061744656,-0.082673200354732,2.29349157961866,0.9469922665479568,,2.421869386514694,0.449829556952475,,0.1919559980180467,0.0455123621927108,0.2434576853804158,15.301529058116238,-0.0828729987324763,3.76683754849758,-16.438308322242023,-2.774439272064775,0.9531468426353208,,,,0.9324975098192322,0.9251096632939888,0.632511453978385,0.8490214872104531,0.7338700051733066,0.7993731323644241,0.9251096632939888,0.3561672203681856,0.6
237,routine_05c,87.28590522646164,118.48124941550546,0.8589804018836328,1.0177307123860582,-0.082673200354732,2.29349157961866,0.9469922665479568,,2.421869386514694,0.449829556952475,,0.1965205983709349,0.0455033460914103,0.239931194809116,15.539657314629252,-0.0842927376589095,3.7649387684407545,-16.228323161626545,-2.520607331298488,0.9521848272130112,,,,0.9212846770850722,0.9279556394530556,0.6242079062628608,0.8456721590021423,0.7426234752377228,0.7909635078138041,0.9279556394530556,0.2807065809345494,0.4
238,routine_05c,87.26248053683878,118.45388399453827,0.8590902465651472,1.0176257640746722,-0.082673200354732,2.29349157961866,0.9469922665479568,,2.421869386514694,0.449829556952475,,0.1931272393130684,0.0458999552801566,0.2400035153518619,15.281887775551104,-0.0808205805787571,3.7654927747140894,-16.4211420977753,-2.582710708047036,0.9519292918664602,,,,0.9319071627131856,0.9259167895285167,0.6263515589291562,0.8418593927166996,0.7449069937252325,0.7989303720348891,0.9259167895285167,0.2800898288323764,0.4
239,routine_05c,87.17842723878027,118.33757294628164,0.8591222966060057,1.016664474443902,-0.082673200354732,2.29349157961866,0.9469922665479568,,2.421869386514694,0.449829556952475,,0.1945385032951264,0.0458241164945766,0.2401373733693623,15.773296593186371,-0.078736148950063,3.7666560949331576,-16.702891589267523,-2.791702470228198,0.9510123709170712,,,,0.9027054705078268,0.9268161182527328,0.6337740869442712,0.8449418365383637,0.7529587795548505,0.7770291028808701,0.9268161182527328,0.2803618757714517,0.4
240,routine_05c,87.20460777424111,118.38196782641226,0.8588692489717646,1.016746317988703,-0.082673200354732,2.29349157961866,0.9469922665479568,,2.421869386514694,0.449829556952475,,0.1917393271523984,0.0456115367019233,0.2403801200940201,15.146452905811628,-0.0797619467688344,3.7744840185214112,-16.62306252150094,-2.7859875983482083,0.9512979692455694,,,,0.9368952777534504,0.9249539740069144,0.6336480148520648,0.8434857129610496,0.7504745374617731,0.8026714583150878,0.9249539740069144,0.2797985771370916,0.4
